Stock1,Stock2,Total Log Return,Annualized Return,Sharpe Ratio,Max Drawdown,Beta,Cummulative Return,BuyHold Total Log Return,BuyHold Sharpe Ratio,BuyHold Cummulative Return
COST,CHDN,2.987115551465073,0.2993054150970968,0.17024400481021945,-inf,"0       0.003581
1       0.003581
2       0.003581
3       0.003581
4       0.003581
          ...   
2510    0.030825
2511   -0.028963
2512   -0.072810
2513   -0.140108
2514   -0.215454
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    4.030123
2511    3.776661
2512    3.587120
2513    3.309130
2514    2.987116
Length: 2515, dtype: float64",2.1546637481277817,1.2292897480307632,"0      -0.001000
1      -0.015386
2      -0.016838
3      -0.021563
4      -0.023415
          ...   
2510    2.140797
2511    2.140045
2512    2.149249
2513    2.149966
2514    2.154664
Length: 2515, dtype: float64"
GOOGL,HD,3.7236835460021416,0.37310864953977724,0.10021197829586188,-inf,"0       0.002817
1       0.002817
2       0.002817
3       0.002817
4       0.002817
          ...   
2510   -0.557382
2511   -0.565716
2512   -0.565129
2513   -0.565412
2514   -0.584101
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    3.851108
2511    3.808090
2512    3.797469
2513    3.803925
2514    3.723684
Length: 2515, dtype: float64",1.854965197292151,1.0022912728159217,"0      -0.001000
1       0.000442
2      -0.014058
3      -0.019963
4      -0.015751
          ...   
2510    1.864377
2511    1.865396
2512    1.872400
2513    1.867590
2514    1.854965
Length: 2515, dtype: float64"
MA,COST,29.3010873978722,2.935934005671489,0.7393224650105255,-inf,"0      -1.043776
1      -1.043776
2      -1.043776
3      -1.043776
4      -1.043776
          ...   
2510    0.224757
2511    0.083124
2512   -0.034341
2513   -0.230313
2514   -0.660217
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    31.347094
2511    32.139891
2512    32.803344
2513    31.699524
2514    29.301087
Length: 2515, dtype: float64",2.1763727279904996,1.2027849932584789,"0      -0.001000
1      -0.003999
2       0.001736
3      -0.003965
4      -0.007401
          ...   
2510    2.173506
2511    2.175426
2512    2.180851
2513    2.180671
2514    2.176373
Length: 2515, dtype: float64"
TXT,NEOG,1.4677625176763045,0.14706805346100546,0.06425401503005744,-inf,"0       0.627628
1       0.627628
2       0.627628
3       0.627628
4       0.627628
          ...   
2510   -0.625801
2511   -0.615406
2512   -0.667447
2513   -0.654927
2514   -0.651976
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    1.526223
2511    1.579022
2512    1.395895
2513    1.458507
2514    1.467763
Length: 2515, dtype: float64",1.2709081069645263,0.48943731881745567,"0      -0.001000
1      -0.024495
2      -0.012913
3       0.014372
4       0.020742
          ...   
2510    1.290790
2511    1.281049
2512    1.282307
2513    1.271907
2514    1.270908
Length: 2515, dtype: float64"
V,COST,43.28761112086139,4.337366998988895,1.1972060717619761,-14.025949042615254,"0       1.031717
1       1.031717
2       1.031717
3       1.031717
4       1.031717
          ...   
2510    0.391116
2511    0.308883
2512    0.193759
2513    0.074627
2514   -0.255830
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    39.662752
2511    40.124443
2512    40.776310
2513    41.445382
2514    43.287611
Length: 2515, dtype: float64",2.0337872856390478,1.1883505032179298,"0      -0.001000
1      -0.008280
2      -0.008581
3      -0.006372
4      -0.008605
          ...   
2510    2.029677
2511    2.032551
2512    2.039314
2513    2.037175
2514    2.033787
Length: 2515, dtype: float64"
UNH,CVGW,0.7920080953007798,0.07935826640787137,0.03777837093243062,-inf,"0       0.173693
1       0.173693
2       0.173693
3       0.173693
4       0.173693
          ...   
2510   -1.283576
2511   -1.009709
2512   -0.671243
2513   -0.369955
2514   -0.177465
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510   -4.113121
2511   -2.913101
2512   -1.416196
2513   -0.067858
2514    0.792008
Length: 2515, dtype: float64",2.145993835691359,0.9789825208522669,"0      -0.001000
1      -0.006147
2       0.007115
3       0.024098
4       0.034261
          ...   
2510    2.154151
2511    2.160567
2512    2.164998
2513    2.153365
2514    2.145994
Length: 2515, dtype: float64"
AVGO,CVGW,40.32093576628072,4.040109667237671,1.3076625651350946,-6.356805206141182,"0       0.655500
1       0.655500
2       0.655500
3       0.655500
4       0.655500
          ...   
2510   -1.055391
2511   -0.925608
2512   -0.751024
2513   -0.584837
2514   -0.480531
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    37.750766
2511    38.308955
2512    39.088843
2513    39.847010
2514    40.320936
Length: 2515, dtype: float64",2.459953016907999,0.9679460442633605,"0      -0.001000
1      -0.001655
2       0.010639
3       0.005649
4       0.024195
          ...   
2510    2.475594
2511    2.484459
2512    2.483062
2513    2.468603
2514    2.459953
Length: 2515, dtype: float64"
GOOGL,CVGW,7.408239377662319,0.7422967487757076,0.3601944313552543,-inf,"0      -0.006958
1      -0.006958
2      -0.006958
3      -0.006958
4      -0.006958
          ...   
2510   -0.623200
2511   -0.549272
2512   -0.443897
2513   -0.315328
2514   -0.229731
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    9.161409
2511    8.837445
2512    8.384766
2513    7.799328
2514    7.408239
Length: 2515, dtype: float64",1.6805931094413609,0.7537863488012825,"0      -0.001000
1      -0.007560
2      -0.011964
3      -0.025587
4      -0.004085
          ...   
2510    1.690704
2511    1.695753
2512    1.704967
2513    1.689911
2514    1.680593
Length: 2515, dtype: float64"
AAPL,MSFT,14.372701474668926,1.4401275433863099,0.3954609733158473,-inf,"0       1.002226
1       1.002226
2       1.002226
3       1.002226
4       1.002226
          ...   
2510    1.559561
2511    1.526896
2512    1.503093
2513    1.489981
2514    1.470117
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    13.900085
2511    14.064998
2512    14.191633
2513    14.254338
2514    14.372701
Length: 2515, dtype: float64",2.1285835750972772,1.0294325844669026,"0      -0.001000
1       0.000025
2      -0.011070
3      -0.017222
4      -0.010473
          ...   
2510    2.115945
2511    2.116325
2512    2.130229
2513    2.130953
2514    2.128584
Length: 2515, dtype: float64"
COST,FICO,17.2279021009926,1.7262152403380262,0.6468912424601193,-inf,"0       0.157836
1       0.157836
2       0.157836
3       0.157836
4       0.157836
          ...   
2510    0.048607
2511    0.034312
2512    0.023922
2513    0.011414
2514   -0.002719
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    17.538460
2511    17.450529
2512    17.384076
2513    17.315271
2514    17.227902
Length: 2515, dtype: float64",2.3578290020210653,1.2038461721499638,"0      -0.001000
1      -0.006925
2       0.001162
3      -0.000796
4      -0.005339
          ...   
2510    2.357904
2511    2.358992
2512    2.366368
2513    2.362896
2514    2.357829
Length: 2515, dtype: float64"
COST,MKC,22.533334507840294,2.2578132389565626,0.7833124603308248,-inf,"0       0.454111
1       0.454111
2       0.454111
3       0.454111
4       0.454111
          ...   
2510   -0.083944
2511   -0.151293
2512   -0.224271
2513   -0.213525
2514   -0.224311
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    23.151589
2511    22.856279
2512    22.533324
2513    22.582656
2514    22.533335
Length: 2515, dtype: float64",1.7998364796585826,1.2200094660730725,"0      -0.001000
1      -0.003896
2       0.004492
3       0.005907
4       0.003657
          ...   
2510    1.786649
2511    1.791195
2512    1.797793
2513    1.801577
2514    1.799836
Length: 2515, dtype: float64"
LLY,MRK,1.8699465923664569,0.1873664180025237,0.05988279366041703,-42.69822518182577,"0       0.590196
1       0.590196
2       0.590196
3       0.590196
4       0.590196
          ...   
2510    1.584133
2511    1.627436
2512    1.652995
2513    1.677845
2514    1.705836
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    2.380135
2511    2.198507
2512    2.090458
2513    1.983412
2514    1.869947
Length: 2515, dtype: float64",1.4465949336459238,0.8526786407766858,"0      -0.001000
1      -0.007850
2       0.002514
3       0.000764
4      -0.003343
          ...   
2510    1.450908
2511    1.449118
2512    1.448685
2513    1.451007
2514    1.446595
Length: 2515, dtype: float64"
COST,LLY,17.774896782015993,1.7810234548978252,0.5463827378608095,-inf,"0      -0.035193
1      -0.035193
2      -0.035193
3      -0.035193
4      -0.035193
          ...   
2510   -0.006354
2511   -0.018705
2512   -0.027491
2513   -0.036277
2514   -0.054935
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    17.535050
2511    17.597555
2512    17.644884
2513    17.681739
2514    17.774897
Length: 2515, dtype: float64",1.7505314291738232,1.1397642532584997,"0      -0.001000
1      -0.011389
2      -0.001250
3      -0.006218
4      -0.013674
          ...   
2510    1.747850
2511    1.749263
2512    1.751920
2513    1.750621
2514    1.750531
Length: 2515, dtype: float64"
CLF,REG,107.90023754950579,10.811475094423642,1.0970031923195744,-4.720359485667432,"0       2.675731
1       2.675731
2       2.675731
3       2.675731
4       2.675731
          ...   
2510   -1.720894
2511   -1.699084
2512   -1.709338
2513   -1.710198
2514   -1.672573
Length: 2515, dtype: float64","0         0.000000
1         0.000000
2         0.000000
3         0.000000
4         0.000000
           ...    
2510    107.738472
2511    107.802663
2512    107.763827
2513    107.764714
2514    107.900238
Length: 2515, dtype: float64",-0.32507476307241034,-0.08705876906623218,"0      -0.001000
1       0.010199
2       0.027883
3       0.024157
4       0.054774
          ...   
2510   -0.335030
2511   -0.324156
2512   -0.325493
2513   -0.330241
2514   -0.325075
Length: 2515, dtype: float64"
FICO,MKC,20.61214662772529,2.0653125050444427,0.4965555050434184,-25.82719320551955,"0       2.715277
1       2.715277
2       2.715277
3       2.715277
4       2.715277
          ...   
2510    2.144859
2511    2.201178
2512    2.308441
2513    2.384210
2514    2.401386
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    21.779158
2511    21.521506
2512    21.047924
2513    20.686574
2514    20.612147
Length: 2515, dtype: float64",2.3033734687071825,1.1809332407453694,"0      -0.001000
1      -0.006787
2      -0.003228
3       0.001074
4       0.001508
          ...   
2510    2.295481
2511    2.297983
2512    2.306872
2513    2.312677
2514    2.303373
Length: 2515, dtype: float64"
CHDN,FICO,19.710154214741898,1.9749339411987907,0.6264419418558875,-inf,"0       0.214899
1       0.214899
2       0.214899
3       0.214899
4       0.214899
          ...   
2510    0.104167
2511    0.099526
2512    0.096418
2513    0.095552
2514    0.094471
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    19.628727
2511    19.651709
2512    19.682529
2513    19.694737
2514    19.710154
Length: 2515, dtype: float64",2.658200737176377,1.153988624594267,"0      -0.001000
1      -0.018276
2      -0.024558
3      -0.026396
4      -0.025563
          ...   
2510    2.649629
2511    2.646832
2512    2.658328
2513    2.661066
2514    2.658201
Length: 2515, dtype: float64"
JPM,TFX,57.39442774540032,5.750853197551047,1.3951162036597782,-inf,"0       0.591329
1       0.591329
2       0.591329
3       0.591329
4       0.591329
          ...   
2510    1.074854
2511    1.051683
2512    1.037668
2513    1.020290
2514    0.994044
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    56.899905
2511    57.040191
2512    57.136717
2513    57.241969
2514    57.394428
Length: 2515, dtype: float64",1.7229366504048755,0.8777192524367285,"0      -0.001000
1       0.003248
2       0.010971
3       0.025357
4       0.027067
          ...   
2510    1.722668
2511    1.723610
2512    1.727267
2513    1.726566
2514    1.722937
Length: 2515, dtype: float64"
TXT,CVCO,18.33075844162392,1.8367201301348821,0.6261014678783222,-105.62017325881982,"0       0.769696
1       0.769696
2       0.769696
3       0.769696
4       0.769696
          ...   
2510   -0.550657
2511   -0.494030
2512   -0.450301
2513   -0.421137
2514   -0.412042
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    17.576326
2511    17.884587
2512    18.113703
2513    18.282767
2514    18.330758
Length: 2515, dtype: float64",1.2533112082048832,0.42245637824614984,"0      -0.001000
1      -0.026552
2      -0.027271
3       0.013966
4       0.035404
          ...   
2510    1.267445
2511    1.263070
2512    1.264213
2513    1.256495
2514    1.253311
Length: 2515, dtype: float64"
GOOGL,V,23.703017309193946,2.375014060404324,0.7034796002849564,-inf,"0       0.589654
1       0.589654
2       0.589654
3       0.589654
4       0.589654
          ...   
2510    1.451646
2511    1.435444
2512    1.424514
2513    1.382049
2514    1.333895
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    23.105003
2511    23.180785
2512    23.238872
2513    23.452416
2514    23.703017
Length: 2515, dtype: float64",1.8315449487724464,0.8939016378108313,"0      -0.001000
1      -0.008969
2      -0.028495
3      -0.035641
4      -0.027638
          ...   
2510    1.834604
2511    1.833611
2512    1.844496
2513    1.842222
2514    1.831545
Length: 2515, dtype: float64"
V,CHDN,12.406150258641777,1.2430814573271285,0.7969652614987331,-inf,"0       0.626248
1       0.626248
2       0.626248
3       0.626248
4       0.626248
          ...   
2510    0.450156
2511    0.468238
2512    0.467993
2513    0.492922
2514    0.483782
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    12.554395
2511    12.483432
2512    12.486660
2513    12.379814
2514    12.406150
Length: 2515, dtype: float64",2.3341590207943645,1.163685062847056,"0      -0.001000
1      -0.019631
2      -0.034301
3      -0.031972
4      -0.028829
          ...   
2510    2.321401
2511    2.320391
2512    2.331274
2513    2.335345
2514    2.334159
Length: 2515, dtype: float64"
HD,CVGW,8.406376009153938,0.8423088486309314,0.43073682402570707,-inf,"0       0.951609
1       0.951609
2       0.951609
3       0.951609
4       0.951609
          ...   
2510   -0.010762
2511   -0.047787
2512   -0.096143
2513   -0.127391
2514   -0.139834
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    7.844817
2511    8.016146
2512    8.232201
2513    8.364264
2514    8.406376
Length: 2515, dtype: float64",2.0857509674942483,0.9979931321437401,"0      -0.001000
1      -0.001704
2       0.004924
3       0.008950
4       0.021421
          ...   
2510    2.096155
2511    2.106824
2512    2.109713
2513    2.095611
2514    2.085751
Length: 2515, dtype: float64"
CHDN,CVGW,11.453351388390807,1.147612147067389,0.5052390786490846,-inf,"0       0.285780
1       0.285780
2       0.285780
3       0.285780
4       0.285780
          ...   
2510    0.163182
2511    0.265993
2512    0.357270
2513    0.426174
2514    0.486282
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    12.855980
2511    12.392067
2512    11.997951
2513    11.708702
2514    11.453351
Length: 2515, dtype: float64",2.183207181463278,0.9436561370088948,"0      -0.001000
1      -0.018222
2      -0.017770
3      -0.021919
4      -0.005276
          ...   
2510    2.177501
2511    2.182533
2512    2.191745
2513    2.183034
2514    2.183207
Length: 2515, dtype: float64"
V,LLY,22.600148923043832,2.2645079636608534,0.6962014760069087,-inf,"0       0.806798
1       0.806798
2       0.806798
3       0.806798
4       0.806798
          ...   
2510    0.377585
2511    0.368419
2512    0.360481
2513    0.359578
2514    0.351377
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    22.470545
2511    22.517343
2512    22.563864
2513    22.568381
2514    22.600149
Length: 2515, dtype: float64",1.9300267018404051,1.0904143630882714,"0      -0.001000
1      -0.015635
2      -0.018713
3      -0.016627
4      -0.019088
          ...   
2510    1.928455
2511    1.929610
2512    1.933945
2513    1.935999
2514    1.930027
Length: 2515, dtype: float64"
MSFT,ADBE,-1.3825009215962079,-0.13852494323747291,-0.05784051631123999,-inf,"0       0.587005
1       0.587005
2       0.587005
3       0.587005
4       0.587005
          ...   
2510    0.685190
2511    0.677252
2512    0.670949
2513    0.665113
2514    0.657566
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510   -1.544966
2511   -1.500571
2512   -1.459028
2513   -1.422512
2514   -1.382501
Length: 2515, dtype: float64",2.021863246030547,0.9031704061048181,"0      -0.001000
1       0.007318
2       0.003178
3      -0.011847
4      -0.011129
          ...   
2510    2.023220
2511    2.024172
2512    2.030614
2513    2.030908
2514    2.021863
Length: 2515, dtype: float64"
JPM,CVCO,18.39013300946809,1.8426693910083336,0.6945999811764965,-inf,"0       0.560935
1       0.560935
2       0.560935
3       0.560935
4       0.560935
          ...   
2510    1.502742
2511    1.490605
2512    1.413489
2513    1.318726
2514    1.178356
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    16.669879
2511    16.732126
2512    17.145843
2513    17.645757
2514    18.390133
Length: 2515, dtype: float64",1.524082639836319,0.564865724489329,"0      -0.001000
1      -0.007416
2      -0.022498
3       0.006783
4       0.022307
          ...   
2510    1.521039
2511    1.523896
2512    1.530206
2513    1.530566
2514    1.524083
Length: 2515, dtype: float64"
MSFT,FICO,21.512757601309186,2.1555526503101055,0.8526131842585922,-inf,"0       0.101561
1       0.101561
2       0.101561
3       0.101561
4       0.101561
          ...   
2510    0.500910
2511    0.504565
2512    0.508371
2513    0.509924
2514    0.507671
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    21.549487
2511    21.528104
2512    21.508787
2513    21.502136
2514    21.512758
Length: 2515, dtype: float64",2.363195116516641,1.0590409498023199,"0      -0.001000
1      -0.005246
2      -0.006696
3      -0.011458
4      -0.008951
          ...   
2510    2.365809
2511    2.365235
2512    2.374150
2513    2.374338
2514    2.363195
Length: 2515, dtype: float64"
GOOGL,COST,41.16601676081936,4.124785774841542,0.9690475226831728,-inf,"0      -0.070499
1      -0.070499
2      -0.070499
3      -0.070499
4      -0.070499
          ...   
2510    0.916814
2511    0.839762
2512    0.745299
2513    0.592707
2514    0.217167
Length: 2515, dtype: float64","0        0.000000
1        0.000000
2        0.000000
3        0.000000
4        0.000000
          ...    
2510    37.261389
2511    37.685219
2512    38.223517
2513    39.075919
2514    41.166017
Length: 2515, dtype: float64",1.6520496761058645,0.950720057876614,"0      -0.001000
1      -0.004724
2      -0.011032
3      -0.025232
4      -0.022224
          ...   
2510    1.653999
2511    1.653264
2512    1.662471
2513    1.656843
2514    1.652050
Length: 2515, dtype: float64"
CHDN,MKC,0.6190569291511103,0.06202876586325241,0.015298550326757423,-inf,"0       0.646291
1       0.646291
2       0.646291
3       0.646291
4       0.646291
          ...   
2510    0.495628
2511    0.458879
2512    0.431778
2513    0.469099
2514    0.492330
Length: 2515, dtype: float64","0       0.000000
1       0.000000
2       0.000000
3       0.000000
4       0.000000
          ...   
2510    0.645923
2511    0.494365
2512    0.367170
2513    0.528304
2514    0.619057
Length: 2515, dtype: float64",2.1002082148138985,1.2296680315738249,"0      -0.001000
1      -0.015248
2      -0.021228
3      -0.019693
4      -0.016567
          ...   
2510    2.078373
2511    2.079036
2512    2.089753
2513    2.099747
2514    2.100208
Length: 2515, dtype: float64"
INSM,GHC,167.4787391562886,16.781169887628124,0.7566881827174489,-inf,"0       0.756072
1       0.756072
2       0.756072
3       0.756072
4       0.756072
          ...   
2510   -3.238035
2511   -3.056652
2512   -2.910103
2513   -2.660193
2514   -2.491523
Length: 2515, dtype: float64","0         0.000000
1         0.000000
2         0.000000
3         0.000000
4         0.000000
           ...    
2510    162.609177
2511    163.775605
2512    164.738238
2513    166.385324
2514    167.478739
Length: 2515, dtype: float64",1.072114810416581,0.27089307261699536,"0      -0.001000
1       0.000446
2       0.001133
3       0.012370
4       0.012370
          ...   
2510    1.105550
2511    1.108675
2512    1.096252
2513    1.079796
2514    1.072115
Length: 2515, dtype: float64"
